size,params,epoch,steps,train_loss,val_loss,best_val_loss
tiny,425315,91,139594,3.871529087560273,4.240831098612949,4.231036756165635
tiny,425315,92,141128,3.87673838974755,4.24872311332522,4.231036756165635
tiny,425315,93,142662,3.8720414089876796,4.2441498146960015,4.231036756165635
tiny,425315,94,144196,3.8777138907098085,4.262049388603346,4.231036756165635
tiny,425315,95,145730,3.85647708869198,4.253342952953993,4.231036756165635
tiny,425315,96,147264,3.863870901731966,4.257790102761173,4.231036756165635
tiny,425315,97,148798,3.861706163923619,4.253379789329845,4.231036756165635
tiny,425315,98,150332,3.8603522533543573,4.253264614816248,4.231036756165635
tiny,425315,99,151866,3.8537007270300716,4.2696093454868835,4.231036756165635
tiny,425315,100,153400,3.8588567854061897,4.261029429689667,4.231036756165635
